varName,varTitle
HI_INC_UNKN_2YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 8 years"
LO_INC_RPY_1YR_RT,"One-year repayment rate by family income ($0-30,000)"
MD_INC_RPY_1YR_RT,"One-year repayment rate by family income ($30,000-75,000)"
HI_INC_RPY_1YR_RT,"One-year repayment rate by family income ($75,000+)"
INC_PCT_LO,"Percentage of aided students whose family income is between $0-$30,000"
IND_INC_PCT_LO,"Percentage of students who are financially independent and have family incomes between $0-30,000"
DEP_INC_PCT_LO,"Percentage of students who are financially dependent and have family incomes between $0-30,000"
INC_PCT_M1,"Aided students with family incomes between $30,001-$48,000 in nominal dollars"
INC_PCT_M2,"Aided students with family incomes between $48,001-$75,000 in nominal dollars"
INC_PCT_H1,"Aided students with family incomes between $75,001-$110,000 in nominal dollars"
INC_PCT_H2,"Aided students with family incomes between $110,001+ in nominal dollars"
DEP_INC_PCT_M1,"Dependent students with family incomes between $30,001-$48,000 in nominal dollars"
DEP_INC_PCT_M2,"Dependent students with family incomes between $48,001-$75,000 in nominal dollars"
DEP_INC_PCT_H1,"Dependent students with family incomes between $75,001-$110,000 in nominal dollars"
DEP_INC_PCT_H2,"Dependent students with family incomes between $110,001+ in nominal dollars"
IND_INC_PCT_M1,"Independent students with family incomes between $30,001-$48,000 in nominal dollars"
IND_INC_PCT_M2,"Independent students with family incomes between $48,001-$75,000 in nominal dollars"
IND_INC_PCT_H1,"Independent students with family incomes between $75,001-$110,000 in nominal dollars"
IND_INC_PCT_H2,"Independent students with family incomes between $110,001+ in nominal dollars"
DEP_INC_AVG,Average family income of dependent students in real 2015 dollars.
IND_INC_AVG,Average family income of independent students in real 2015 dollars.
LO_INC_YR2_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 2-year completion cohort"
MD_INC_YR2_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 2-year completion cohort"
HI_INC_YR2_N,"Number of high-income (above $75,000 in nominal family income) students in overall 2-year completion cohort"
LO_INC_YR3_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 3-year completion cohort"
MD_INC_YR3_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 3-year completion cohort"
HI_INC_YR3_N,"Number of high-income (above $75,000 in nominal family income) students in overall 3-year completion cohort"
LO_INC_YR4_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort"
MD_INC_YR4_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort"
HI_INC_YR4_N,"Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort"
LO_INC_YR6_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort"
MD_INC_YR6_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort"
HI_INC_YR6_N,"Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort"
LO_INC_YR8_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 8-year completion cohort"
MD_INC_YR8_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 8-year completion cohort"
HI_INC_YR8_N,"Number of high-income (above $75,000 in nominal family income) students in overall 8-year completion cohort"
GRAD_DEBT_MDN,The median debt for students who have completed
WDRAW_DEBT_MDN,The median debt for students who have not completed
LO_INC_DEBT_MDN,"The median debt for students with family income between $0-$30,000"
MD_INC_DEBT_MDN,"The median debt for students with family income between $30,001-$75,000"
HI_INC_DEBT_MDN,"The median debt for students with family income $75,001+"
DEP_DEBT_MDN,The median debt for dependent students
IND_DEBT_MDN,The median debt for independent students
PELL_DEBT_MDN,The median debt for Pell students
NOPELL_DEBT_MDN,The median debt for no-Pell students
FEMALE_DEBT_MDN,The median debt for female students
MALE_DEBT_MDN,The median debt for male students
FIRSTGEN_DEBT_MDN,The median debt for first-generation students
NOTFIRSTGEN_DEBT_MDN,The median debt for not-first-generation students
DEBT_N,The number of students in the median debt cohort
GRAD_DEBT_N,The number of students in the median debt completers cohort
WDRAW_DEBT_N,The number of students in the median debt withdrawn cohort
LO_INC_DEBT_N,"The number of students in the median debt low-income (less than or equal to $30,000 in nominal family income) students cohort"
MD_INC_DEBT_N,"The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
HI_INC_DEBT_N,"The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort"
DEP_DEBT_N,The number of students in the median debt dependent students cohort
IND_DEBT_N,The number of students in the median debt independent students cohort
PELL_DEBT_N,The number of students in the median debt Pell students cohort
NOPELL_DEBT_N,The number of students in the median debt no-Pell students cohort
FEMALE_DEBT_N,The number of students in the median debt female students cohort
MALE_DEBT_N,The number of students in the median debt male students cohort
FIRSTGEN_DEBT_N,The number of students in the median debt first-generation students cohort
NOTFIRSTGEN_DEBT_N,The number of students in the median debt not-first-generation students cohort
CUML_DEBT_N,Number of students in the cumulative loan debt cohort
CUML_DEBT_P90,Cumulative loan debt at the 90th percentile
CUML_DEBT_P75,Cumulative loan debt at the 75th percentile
CUML_DEBT_P25,Cumulative loan debt at the 25th percentile
CUML_DEBT_P10,Cumulative loan debt at the 10th percentile
INC_N,Number of students in the family income cohort
DEP_INC_N,Number of students in the family income dependent students cohort
IND_INC_N,Number of students in the family income independent students cohort
LO_INC_RPY_1YR_N,"Number of students in the 1-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort"
MD_INC_RPY_1YR_N,"Number of students in the 1-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
HI_INC_RPY_1YR_N,"Number of students in the 1-year repayment rate of high-income (above $75,000 in nominal family income) students cohort"
FAMINC,Average family income
MD_FAMINC,Median family income
FAMINC_IND,Average family income for independent students 
DEBT_MDN_SUPP,"Median debt, suppressed for n=30"
GRAD_DEBT_MDN_SUPP,"Median debt of completers, suppressed for n=30"
STABBR,State postcode
