varName,varTitle
HI_INC_ENRL_ORIG_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 8 years"
HI_INC_ENRL_4YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 8 years"
HI_INC_ENRL_2YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 8 years"
HI_INC_UNKN_ORIG_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 8 years at original institution"
HI_INC_UNKN_4YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 8 years"
HI_INC_UNKN_2YR_TRANS_YR8_RT,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 8 years"
LO_INC_YR2_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 2-year completion cohort"
MD_INC_YR2_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 2-year completion cohort"
HI_INC_YR2_N,"Number of high-income (above $75,000 in nominal family income) students in overall 2-year completion cohort"
LO_INC_YR3_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 3-year completion cohort"
MD_INC_YR3_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 3-year completion cohort"
HI_INC_YR3_N,"Number of high-income (above $75,000 in nominal family income) students in overall 3-year completion cohort"
LO_INC_YR4_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort"
MD_INC_YR4_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort"
HI_INC_YR4_N,"Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort"
LO_INC_YR6_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort"
MD_INC_YR6_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort"
HI_INC_YR6_N,"Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort"
LO_INC_YR8_N,"Number of low-income (less than $30,000 in nominal family income) students in overall 8-year completion cohort"
MD_INC_YR8_N,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 8-year completion cohort"
HI_INC_YR8_N,"Number of high-income (above $75,000 in nominal family income) students in overall 8-year completion cohort"
GRAD_DEBT_MDN,The median debt for students who have completed
WDRAW_DEBT_MDN,The median debt for students who have not completed
LO_INC_DEBT_MDN,"The median debt for students with family income between $0-$30,000"
MD_INC_DEBT_MDN,"The median debt for students with family income between $30,001-$75,000"
HI_INC_DEBT_MDN,"The median debt for students with family income $75,001+"
DEP_DEBT_MDN,The median debt for dependent students
IND_DEBT_MDN,The median debt for independent students
PELL_DEBT_MDN,The median debt for Pell students
NOPELL_DEBT_MDN,The median debt for no-Pell students
FEMALE_DEBT_MDN,The median debt for female students
MALE_DEBT_MDN,The median debt for male students
FIRSTGEN_DEBT_MDN,The median debt for first-generation students
NOTFIRSTGEN_DEBT_MDN,The median debt for not-first-generation students
DEBT_N,The number of students in the median debt cohort
GRAD_DEBT_N,The number of students in the median debt completers cohort
WDRAW_DEBT_N,The number of students in the median debt withdrawn cohort
LO_INC_DEBT_N,"The number of students in the median debt low-income (less than or equal to $30,000 in nominal family income) students cohort"
MD_INC_DEBT_N,"The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort"
HI_INC_DEBT_N,"The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort"
DEP_DEBT_N,The number of students in the median debt dependent students cohort
IND_DEBT_N,The number of students in the median debt independent students cohort
PELL_DEBT_N,The number of students in the median debt Pell students cohort
NOPELL_DEBT_N,The number of students in the median debt no-Pell students cohort
FEMALE_DEBT_N,The number of students in the median debt female students cohort
MALE_DEBT_N,The number of students in the median debt male students cohort
FIRSTGEN_DEBT_N,The number of students in the median debt first-generation students cohort
NOTFIRSTGEN_DEBT_N,The number of students in the median debt not-first-generation students cohort
DEBT_MDN_SUPP,"Median debt, suppressed for n=30"
GRAD_DEBT_MDN_SUPP,"Median debt of completers, suppressed for n=30"
PLUS_DEBT_INST_N,Student recipient count for median PLUS loan debt disbursed at this institution
PLUS_DEBT_INST_MD,Median PLUS loan debt disbursed at this institution
PLUS_DEBT_ALL_N,Student recipient count for median PLUS loan debt disbursed at all institutions
PLUS_DEBT_ALL_MD,Median PLUS loan debt disbursed at all institutions
PLUS_DEBT_INST_COMP_N,Student recipient count for median PLUS loan debt disbursed to completers at this institution
PLUS_DEBT_INST_COMP_MD,Median PLUS loan debt disbursed to completers at this institution
PLUS_DEBT_INST_COMP_MD_SUPP,"Median PLUS loan debt disbursed to completers at this institution, suppressed for n=30"
PLUS_DEBT_ALL_COMP_N,Student recipient count for median PLUS loan debt disbursed to completers at all institutions
PLUS_DEBT_ALL_COMP_MD,Median PLUS loan debt disbursed to completers at all institutions
PLUS_DEBT_ALL_COMP_MD_SUPP,"Median PLUS loan debt disbursed to completers at all institutions, suppressed for n=30"
PLUS_DEBT_INST_NOCOMP_N,Student recipient count for median PLUS loan debt disbursed to non-completers at this institution
PLUS_DEBT_INST_NOCOMP_MD,Median PLUS loan debt disbursed to non-completers at this institution
PLUS_DEBT_ALL_NOCOMP_N,Student recipient count for median PLUS loan debt disbursed to non-completers at all institutions
PLUS_DEBT_ALL_NOCOMP_MD,Median PLUS loan debt disbursed to non-completers at all institutions
PLUS_DEBT_INST_MALE_N,Student recipient count for median PLUS loan debt disbursed to males at this institution
PLUS_DEBT_INST_MALE_MD,Median PLUS loan debt disbursed to males at this institution
PLUS_DEBT_ALL_MALE_N,Student recipient count for median PLUS loan debt disbursed to males at all institutions
PLUS_DEBT_ALL_MALE_MD,Median PLUS loan debt disbursed to males at all institutions
PLUS_DEBT_INST_NOMALE_N,Student recipient count for median PLUS loan debt disbursed to non-males at this institution
PLUS_DEBT_INST_NOMALE_MD,Median PLUS loan debt disbursed to non-males at this institution
PLUS_DEBT_ALL_NOMALE_N,Student recipient count for median PLUS loan debt disbursed to non-males at all institutions
PLUS_DEBT_ALL_NOMALE_MD,Median PLUS loan debt disbursed to non-males at all institutions
PLUS_DEBT_INST_PELL_N,Student recipient count for median PLUS loan debt disbursed to Pell recipients at this institution
PLUS_DEBT_INST_PELL_MD,Median PLUS loan debt disbursed to Pell recipients at this institution
PLUS_DEBT_ALL_PELL_N,Student recipient count for median PLUS loan debt disbursed to Pell recipients at all institutions
PLUS_DEBT_ALL_PELL_MD,Median PLUS loan debt disbursed to Pell recipients at all institutions
PLUS_DEBT_INST_NOPELL_N,Student recipient count for median PLUS loan debt disbursed to non-Pell-recipients at this institution
PLUS_DEBT_INST_NOPELL_MD,Median PLUS loan debt disbursed to non-Pell-recipients at this institution
PLUS_DEBT_ALL_NOPELL_N,Student recipient count for median PLUS loan debt disbursed to non-Pell-recipients at all institutions
PLUS_DEBT_ALL_NOPELL_MD,Median PLUS loan debt disbursed to non-Pell-recipients at all institutions
PLUS_DEBT_INST_STAFFTHIS_N,Student recipient count for median PLUS loan debt disbursed at this institution to Stafford loan recipients at this institution
PLUS_DEBT_INST_STAFFTHIS_MD,Median PLUS loan debt disbursed at this institution to Stafford loan recipients at this institution
PLUS_DEBT_ALL_STAFFTHIS_N,Student recipient count for median PLUS loan debt disbursed at any institution to Stafford loan recipients at this institution
PLUS_DEBT_ALL_STAFFTHIS_MD,Median PLUS loan debt disbursed at any institution to Stafford loan recipients at this institution
PLUS_DEBT_INST_NOSTAFFTHIS_N,Student recipient count for median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_INST_NOSTAFFTHIS_MD,Median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_ALL_NOSTAFFTHIS_N,Student recipient count for median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_ALL_NOSTAFFTHIS_MD,Median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at this institution
PLUS_DEBT_INST_STAFFANY_N,Student recipient count for median PLUS loan debt disbursed at this institution to Stafford loan recipients at any institution
PLUS_DEBT_INST_STAFFANY_MD,Median PLUS loan debt disbursed at this institution to Stafford loan recipients at any institution
PLUS_DEBT_ALL_STAFFANY_N,Student recipient count for median PLUS loan debt disbursed at any institution to Stafford loan recipients at any institution
PLUS_DEBT_ALL_STAFFANY_MD,Median PLUS loan debt disbursed at any institution to Stafford loan recipients at any institution
PLUS_DEBT_INST_NOSTAFFANY_N,Student recipient count for median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_INST_NOSTAFFANY_MD,Median PLUS loan debt disbursed at this institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_ALL_NOSTAFFANY_N,Student recipient count for median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at any institution
PLUS_DEBT_ALL_NOSTAFFANY_MD,Median PLUS loan debt disbursed at any institution to students not receiving a Stafford loan at any institution
STABBR,State postcode
